0,0
13,0
25,0
38,0
50,0
63,0
75,0
87,0
99,0
110,0
122,0
133,0
143,0
154,0
163,0
173,0
182,0
191,0
199,0
207,0
214,0
221,0
227,0
232,0
237,0
242,0
246,0
249,0
252,0
254,0
255,0
256,0
256,0
256,0
254,0
253,0
250,0
247,0
244,0
240,0
235,0
230,0
224,0
217,0
210,0
203,0
195,0
187,0
178,0
168,0
159,0
148,0
138,0
127,0
116,0
105,0
93,0
81,0
69,0
57,0
44,0
32,0
19,0
6,0
-6,0
-19,0
-32,0
-44,0
-57,0
-69,0
-81,0
-93,0
-105,0
-116,0
-127,0
-138,0
-148,0
-159,0
-168,0
-178,0
-187,0
-195,0
-203,0
-210,0
-217,0
-224,0
-230,0
-235,0
-240,0
-244,0
-247,0
-250,0
-253,0
-254,0
-256,0
-256,0
-256,0
-255,0
-254,0
-252,0
-249,0
-246,0
-242,0
-237,0
-232,0
-227,0
-221,0
-214,0
-207,0
-199,0
-191,0
-182,0
-173,0
-163,0
-154,0
-143,0
-133,0
-122,0
-110,0
-99,0
-87,0
-75,0
-63,0
-50,0
-38,0
-25,0
-13,0
